gene	oe_lof_upper	oe_lof_upper_bin
PCDHA4	1.5720e+00	8
N6AMT2	1.5730e+00	8
OR5AP2	1.5730e+00	8
TEX9	1.5730e+00	8
RAMP3	1.5740e+00	8
C10orf35	1.5740e+00	8
HIGD2A	1.5740e+00	8
OR2A25	1.5750e+00	8
OR52A1	1.5750e+00	8
FDFT1	1.5750e+00	8
C5orf60	1.5750e+00	8
FAM180A	1.5750e+00	8
UBL5	1.5750e+00	8
CD164L2	1.5750e+00	8
TAF8	1.5750e+00	8
B9D2	1.5750e+00	8
RASSF7	1.5750e+00	8
HSPB7	1.5760e+00	8
RP1-139D8.6	1.5760e+00	8
TMEM215	1.5760e+00	8
CASQ1	1.5760e+00	8
ASIP	1.5760e+00	8
CEACAM19	1.5760e+00	8
AKIP1	1.5760e+00	8
C7orf57	1.5760e+00	8
OR2AG2	1.5760e+00	8
PPP1R14D	1.5760e+00	8
ZNF544	1.5770e+00	8
IQCE	1.5770e+00	8
C1orf110	1.5770e+00	8
MLN	1.5770e+00	8
THUMPD1	1.5770e+00	8
CTC-260F20.3	1.5770e+00	8
C1orf54	1.5770e+00	8
SYNGR2	1.5780e+00	8
FAM71E1	1.5780e+00	8
ZNF492	1.5780e+00	8
TMEM186	1.5780e+00	8
ZNHIT1	1.5780e+00	8
CES5A	1.5780e+00	8
C3orf80	1.5790e+00	8
CLDN8	1.5790e+00	8
S100A7L2	1.5790e+00	8
MSMB	1.5790e+00	8
CTD-3214H19.16	1.5790e+00	8
AUNIP	1.5790e+00	8
CSRP2	1.5790e+00	8
SLC22A25	1.5790e+00	8
RPL26L1	1.5790e+00	8
C12orf56	1.5790e+00	8
AC002310.13	1.5790e+00	8
OR3A2	1.5800e+00	8
LYZL6	1.5800e+00	8
IL15RA	1.5800e+00	8
AC021218.2	1.5800e+00	8
AL354898.1	1.5800e+00	8
NXPE4	1.5800e+00	8
SRRD	1.5810e+00	8
DNMT3A	1.5810e+00	8
GABARAPL2	1.5810e+00	8
AL441883.1	1.5810e+00	8
DPPA5	1.5810e+00	8
COQ4	1.5810e+00	8
OR2L13	1.5810e+00	8
NDUFAF7	1.5820e+00	8
ABHD12B	1.5820e+00	8
AGR2	1.5820e+00	8
C2orf70	1.5820e+00	8
CRIPT	1.5820e+00	8
CHMP4A	1.5820e+00	8
COX6A2	1.5820e+00	8
CYP2A7	1.5820e+00	8
DNAJC5B	1.5830e+00	8
SMPD2	1.5830e+00	8
PRCD	1.5830e+00	8
C1orf105	1.5830e+00	8
KRT74	1.5830e+00	8
TSLP	1.5840e+00	8
DHRS4L2	1.5840e+00	8
TOMM20L	1.5840e+00	8
CLDN6	1.5840e+00	8
PTGER1	1.5840e+00	8
TATDN1	1.5840e+00	8
YIF1A	1.5840e+00	8
FMO3	1.5840e+00	8
GNG5	1.5850e+00	8
TMIGD2	1.5850e+00	8
KLF14	1.5850e+00	8
PGBD2	1.5850e+00	8
GPR84	1.5850e+00	8
SULT1A2	1.5850e+00	8
C3AR1	1.5850e+00	8
WFDC3	1.5850e+00	8
OR2B11	1.5850e+00	8
SCNN1D	1.5860e+00	8
LGALS12	1.5860e+00	8
AKR7L	1.5860e+00	8
OR5B17	1.5860e+00	8
TFF3	1.5860e+00	8
HMX2	1.5870e+00	8
ASB16	1.5870e+00	8
PIFO	1.5870e+00	8
SIAH3	1.5870e+00	8
C21orf67	1.5880e+00	8
VIT	1.5880e+00	8
AKR1C1	1.5880e+00	8
FLYWCH2	1.5880e+00	8
OXGR1	1.5880e+00	8
OR4D9	1.5880e+00	8
TTC36	1.5880e+00	8
UTS2B	1.5880e+00	8
BBC3	1.5890e+00	8
RAB26	1.5890e+00	8
WDR38	1.5890e+00	8
SSTR5	1.5890e+00	8
HIST2H2AC	1.5890e+00	8
INSL3	1.5900e+00	8
APOBEC1	1.5900e+00	8
OR2T35	1.5900e+00	8
GBGT1	1.5900e+00	8
RBP5	1.5900e+00	8
GIPC2	1.5910e+00	8
MEA1	1.5910e+00	8
OR52B6	1.5910e+00	8
UGT2B11	1.5910e+00	8
FIBCD1	1.5910e+00	8
PCDHB11	1.5910e+00	8
RPP21	1.5910e+00	8
OR6Y1	1.5910e+00	8
MRPS16	1.5920e+00	8
OR10W1	1.5920e+00	8
MRRF	1.5920e+00	8
SLC18A1	1.5920e+00	8
CD14	1.5920e+00	8
SLC36A4	1.5920e+00	8
TMEM187	1.5920e+00	8
GLIPR2	1.5930e+00	8
GLOD4	1.5930e+00	8
C3orf70	1.5930e+00	8
C4orf45	1.5930e+00	8
HIST1H1E	1.5930e+00	8
SEMG2	1.5930e+00	8
RSPO4	1.5930e+00	8
RDH16	1.5930e+00	8
ZSCAN1	1.5930e+00	8
RHBG	1.5930e+00	8
RP5-850E9.3	1.5940e+00	8
KLK10	1.5940e+00	8
FAM198A	1.5940e+00	8
OR4K14	1.5940e+00	8
SPP1	1.5950e+00	8
C19orf18	1.5950e+00	8
NTHL1	1.5950e+00	8
OR4D10	1.5950e+00	8
PRDX6	1.5950e+00	8
CLPSL2	1.5950e+00	8
TMEM242	1.5950e+00	8
SPINK9	1.5950e+00	8
ENTPD3	1.5960e+00	8
APOA5	1.5960e+00	8
CST3	1.5960e+00	8
CALCA	1.5960e+00	8
KRTAP1-5	1.5960e+00	8
ZNF660	1.5960e+00	8
RAB20	1.5960e+00	8
SLC35D2	1.5960e+00	8
BIN3	1.5970e+00	8
ZSCAN5C	1.5970e+00	8
PPBP	1.5970e+00	8
PLIN4	1.5970e+00	8
TEX36	1.5970e+00	8
MAFF	1.5970e+00	8
ZBP1	1.5970e+00	8
MAP3K7CL	1.5970e+00	8
GTF2H2	1.5970e+00	8
MUC12	1.5980e+00	8
IFT43	1.5980e+00	8
DARC	1.5980e+00	8
CKMT1A	1.5980e+00	8
SS18L2	1.5980e+00	8
KLHDC7A	1.5980e+00	8
TM4SF18	1.5980e+00	8
RDM1	1.5980e+00	8
AP3S1	1.5990e+00	8
ANXA8L2	1.5990e+00	8
HPR	1.5990e+00	8
OR1D2	1.5990e+00	8
RP11-20I23.1	1.6000e+00	8
HLA-DQA2	1.6000e+00	8
OR1C1	1.6000e+00	8
GTF3A	1.6000e+00	8
DLEU7	1.6000e+00	8
OR2A42	1.6000e+00	8
WBP2NL	1.6000e+00	8
IL25	1.6000e+00	8
PPIB	1.6000e+00	8
SMKR1	1.6000e+00	8
SCGB1D4	1.6000e+00	8
KRTAP11-1	1.6010e+00	8
OR4D2	1.6010e+00	8
NDUFAF2	1.6010e+00	8
EIF5A2	1.6010e+00	8
RGS16	1.6010e+00	8
OR6K6	1.6010e+00	8
HLA-DPB1	1.6020e+00	8
POP5	1.6020e+00	8
KCNMB1	1.6020e+00	8
GLYCTK	1.6020e+00	8
BET1	1.6020e+00	8
PAGE2	1.6020e+00	8
MC4R	1.6020e+00	8
PDZK1IP1	1.6020e+00	8
PILRA	1.6030e+00	8
RPL41	1.6030e+00	8
CFHR3	1.6030e+00	8
RP11-195F19.5	1.6030e+00	8
FAM96B	1.6030e+00	8
SPATA31D1	1.6040e+00	8
GZMA	1.6040e+00	8
ADH1A	1.6040e+00	8
FAM122C	1.6040e+00	8
RP11-770J1.4	1.6040e+00	8
CLEC19A	1.6050e+00	8
EMC10	1.6050e+00	8
TMEM88B	1.6050e+00	8
FAM177B	1.6050e+00	8
DTWD2	1.6050e+00	8
FAM83E	1.6050e+00	8
MS4A13	1.6050e+00	8
DPP7	1.6050e+00	8
SPIN2B	1.6050e+00	8
ELMOD3	1.6060e+00	8
AL627309.1	1.6060e+00	8
ZNF676	1.6060e+00	8
CCNI2	1.6060e+00	8
GAGE2D	1.6060e+00	8
RITA1	1.6060e+00	8
NEU4	1.6060e+00	8
OR51L1	1.6060e+00	8
CLRN2	1.6060e+00	8
AC079612.1	1.6070e+00	8
RPL3L	1.6070e+00	8
SMDT1	1.6070e+00	8
C1orf56	1.6080e+00	8
PGK2	1.6080e+00	8
PCDHA9	1.6080e+00	8
TSPO2	1.6080e+00	8
CLEC18C	1.6080e+00	8
TBC1D7	1.6080e+00	8
TRIAP1	1.6080e+00	8
GP6	1.6090e+00	8
FRG2B	1.6090e+00	8
TEN1	1.6090e+00	8
SLPI	1.6090e+00	8
C1orf186	1.6090e+00	8
LILRA1	1.6090e+00	8
C3orf79	1.6100e+00	8
C2orf91	1.6100e+00	8
SLC22A9	1.6100e+00	8
ACTRT1	1.6110e+00	8
KIR2DL3	1.6110e+00	8
C19orf53	1.6110e+00	8
C8orf76	1.6110e+00	8
ASB11	1.6110e+00	8
NIPSNAP3B	1.6110e+00	8
RARRES1	1.6110e+00	8
C13orf35	1.6120e+00	8
RDH5	1.6120e+00	8
DUSP2	1.6120e+00	8
MTIF3	1.6120e+00	8
THEM4	1.6120e+00	8
REG1B	1.6120e+00	8
PTGIR	1.6120e+00	8
FHL5	1.6130e+00	8
NUBP1	1.6130e+00	8
SAA1	1.6130e+00	8
LAMP5	1.6130e+00	8
GSTT2	1.6130e+00	8
STAR	1.6130e+00	8
TMEM154	1.6130e+00	8
FOXE3	1.6130e+00	8
COPZ2	1.6140e+00	8
TCF23	1.6140e+00	8
FANCL	1.6140e+00	8
KRT16	1.6140e+00	8
GSTO2	1.6140e+00	8
PPP1R3G	1.6140e+00	8
NBPF6	1.6140e+00	8
MAGEB3	1.6140e+00	8
PRSS45	1.6140e+00	8
AP000322.53	1.6140e+00	8
KDM4D	1.6140e+00	8
TMEM52	1.6140e+00	8
PHOSPHO2	1.6150e+00	8
FAM173A	1.6150e+00	8
RPP38	1.6150e+00	8
C9orf9	1.6160e+00	8
GYPE	1.6160e+00	8
OR51G2	1.6160e+00	8
TMEM128	1.6160e+00	8
MRPS33	1.6160e+00	8
OR5P2	1.6160e+00	8
SDR39U1	1.6160e+00	8
ADH7	1.6170e+00	8
ZNF337	1.6170e+00	8
ZNF681	1.6170e+00	8
GSTM4	1.6170e+00	8
KIAA0125	1.6170e+00	8
CTD-2368P22.1	1.6170e+00	8
NOL3	1.6170e+00	8
ELSPBP1	1.6170e+00	8
DUSP28	1.6180e+00	8
RP11-347C12.3	1.6180e+00	8
ZC2HC1B	1.6180e+00	8
TM4SF4	1.6180e+00	8
SDR42E2	1.6180e+00	8
DHRS9	1.6180e+00	8
HOXA9	1.6180e+00	8
RABL2A	1.6180e+00	8
CTSE	1.6180e+00	8
OR2AT4	1.6180e+00	8
RP11-680G10.1	1.6180e+00	8
NUDT18	1.6190e+00	8
ATP6V1F	1.6190e+00	8
ZSCAN4	1.6190e+00	8
NOXO1	1.6190e+00	8
RWDD2A	1.6190e+00	8
AIF1	1.6190e+00	8
HSD3B2	1.6190e+00	8
ASB10	1.6190e+00	8
CR1L	1.6190e+00	8
TPBGL	1.6200e+00	8
PRR5-ARHGAP8	1.6200e+00	8
OLAH	1.6200e+00	8
SMIM17	1.6200e+00	8
OR5M9	1.6200e+00	8
GLRX2	1.6210e+00	8
CTA-299D3.8	1.6210e+00	8
C2orf73	1.6210e+00	8
UCMA	1.6210e+00	8
LYRM9	1.6210e+00	8
CD300LB	1.6210e+00	8
IFNE	1.6210e+00	8
ZNF551	1.6220e+00	8
OR51I1	1.6220e+00	8
LYPD4	1.6220e+00	8
AC019171.1	1.6220e+00	8
RRP36	1.6220e+00	8
SLC3A1	1.6230e+00	8
GPT	1.6230e+00	8
C1QTNF6	1.6230e+00	8
MYL7	1.6230e+00	8
AP000769.1	1.6240e+00	8
FOPNL	1.6240e+00	8
PODNL1	1.6240e+00	8
FKBPL	1.6240e+00	8
SNX16	1.6240e+00	8
SNCG	1.6250e+00	8
GATSL2	1.6250e+00	8
LELP1	1.6260e+00	8
LTC4S	1.6260e+00	8
FUOM	1.6260e+00	8
HPGDS	1.6260e+00	8
OR10V1	1.6260e+00	8
CYBA	1.6260e+00	8
RSG1	1.6260e+00	8
SERPINA1	1.6260e+00	8
RSPH9	1.6260e+00	8
AC005481.5	1.6260e+00	8
HEATR5A	1.6260e+00	8
GPRC5A	1.6270e+00	8
CELA3B	1.6270e+00	8
ZNF440	1.6270e+00	8
OR5A1	1.6270e+00	8
PLCXD1	1.6270e+00	8
TNFSF18	1.6270e+00	8
C16orf46	1.6270e+00	8
OR8G1	1.6270e+00	8
OR9Q1	1.6280e+00	8
SLFN12L	1.6280e+00	8
LAMTOR4	1.6280e+00	8
IL13	1.6280e+00	8
HTR3E	1.6290e+00	8
GOLGA8F	1.6290e+00	8
SMCO3	1.6290e+00	8
C7orf62	1.6290e+00	8
RABIF	1.6290e+00	8
KCNRG	1.6300e+00	8
GOLGA6L1	1.6300e+00	8
CDC42SE1	1.6300e+00	8
F2RL3	1.6300e+00	8
LBH	1.6300e+00	8
C19orf70	1.6300e+00	8
ZNF100	1.6300e+00	8
HCAR2	1.6300e+00	8
SLC46A2	1.6300e+00	8
BANF2	1.6310e+00	8
OR8B8	1.6310e+00	8
NAPSA	1.6310e+00	8
ACOT6	1.6310e+00	8
C2orf80	1.6310e+00	8
NMS	1.6310e+00	8
EXOG	1.6310e+00	8
IL22	1.6310e+00	8
C12orf79	1.6310e+00	8
SELPLG	1.6310e+00	8
FCAR	1.6320e+00	8
OR10G3	1.6320e+00	8
TMEM140	1.6320e+00	8
H2AFX	1.6320e+00	8
HOXA4	1.6320e+00	8
COX6A1P2	1.6320e+00	8
GP5	1.6320e+00	8
GRTP1	1.6330e+00	8
TMEM69	1.6330e+00	8
SETD6	1.6330e+00	8
GSTA1	1.6330e+00	8
CPB1	1.6330e+00	8
DNASE2B	1.6330e+00	8
SIRPB1	1.6330e+00	8
TOR3A	1.6330e+00	8
ZNF233	1.6330e+00	8
PRR22	1.6330e+00	8
AP4S1	1.6330e+00	8
MARCKSL1	1.6330e+00	8
DAP	1.6340e+00	8
TM4SF20	1.6340e+00	8
RAD51B	1.6340e+00	8
ALKBH7	1.6340e+00	8
LY6K	1.6340e+00	8
CDRT1	1.6340e+00	8
MPEG1	1.6340e+00	8
GALNTL5	1.6340e+00	8
AC027763.2	1.6350e+00	8
C4orf40	1.6350e+00	8
S100A6	1.6350e+00	8
KLRC3	1.6350e+00	8
DYDC2	1.6350e+00	8
TMEM126B	1.6350e+00	8
UPK1A	1.6350e+00	8
IGFBPL1	1.6350e+00	8
BPIFA1	1.6360e+00	8
MCTP2	1.6360e+00	8
AIM2	1.6360e+00	8
TMEM239	1.6360e+00	8
HAP1	1.6370e+00	8
UGT2B10	1.6370e+00	8
SATL1	1.6380e+00	8
SBK2	1.6380e+00	8
CALHM2	1.6380e+00	8
ENDOG	1.6380e+00	8
GLOD5	1.6380e+00	8
NR0B2	1.6380e+00	8
OR13C2	1.6380e+00	8
WBSCR28	1.6380e+00	8
GMFG	1.6380e+00	8
TIMM22	1.6380e+00	8
NUDT14	1.6390e+00	8
ZNF98	1.6390e+00	8
FAM216B	1.6390e+00	8
DDI1	1.6390e+00	8
MRPS17	1.6390e+00	8
H2BFM	1.6390e+00	8
ERICH1	1.6390e+00	8
FAM159B	1.6390e+00	8
RP11-211G3.3	1.6400e+00	8
BHMT2	1.6400e+00	8
PTX4	1.6400e+00	8
FAM132A	1.6400e+00	8
TMEM230	1.6410e+00	8
RPSAP58	1.6410e+00	8
LY6G5B	1.6410e+00	8
ASB18	1.6410e+00	8
C4orf22	1.6420e+00	8
UBQLNL	1.6420e+00	8
ZDHHC11B	1.6420e+00	8
AZU1	1.6420e+00	8
LDHAL6A	1.6420e+00	8
SRSF10	1.6420e+00	8
JOSD2	1.6420e+00	8
AHSA2	1.6420e+00	8
CYP4A11	1.6430e+00	8
TMEM159	1.6430e+00	8
FABP12	1.6430e+00	8
IGLL1	1.6430e+00	8
MRPL44	1.6440e+00	8
P2RY8	1.6440e+00	8
MXRA7	1.6440e+00	8
AMY1C	1.6440e+00	8
C20orf197	1.6440e+00	8
C17orf78	1.6440e+00	8
PCP4L1	1.6440e+00	8
PROK2	1.6450e+00	8
PRR23D1	1.6450e+00	8
ENDOD1	1.6450e+00	8
NTS	1.6450e+00	8
SEC14L3	1.6460e+00	8
C3orf83	1.6460e+00	8
AC112715.2	1.6460e+00	8
MAFA	1.6460e+00	8
CST8	1.6460e+00	8
OR8B3	1.6460e+00	8
CCT8L2	1.6470e+00	8
FABP7	1.6470e+00	8
OR2C1	1.6470e+00	8
MRPL50	1.6470e+00	8
TTC34	1.6470e+00	8
CCDC28A	1.6470e+00	8
PLEKHS1	1.6470e+00	8
OR6C74	1.6470e+00	8
OR6J1	1.6470e+00	8
PRTN3	1.6470e+00	8
RASL11A	1.6470e+00	8
FAM89B	1.6480e+00	8
CHST4	1.6480e+00	8
GLYATL2	1.6480e+00	8
RGS21	1.6480e+00	8
RNF151	1.6480e+00	8
IFI6	1.6480e+00	8
CUTA	1.6490e+00	8
ZSWIM1	1.6490e+00	8
SH2D6	1.6490e+00	8
ASCL3	1.6490e+00	8
CDK20	1.6490e+00	8
AC091801.1	1.6490e+00	8
IGFL2	1.6500e+00	8
OR10G2	1.6500e+00	8
MPG	1.6500e+00	8
SPG7	1.6510e+00	8
TP53RK	1.6510e+00	8
FCGR3B	1.6510e+00	8
SAYSD1	1.6510e+00	8
INMT	1.6510e+00	8
TEX29	1.6510e+00	8
C8orf48	1.6510e+00	8
RP11-422N16.3	1.6520e+00	8
WDR83OS	1.6520e+00	8
FAM167B	1.6520e+00	8
GFER	1.6520e+00	8
AADACL2	1.6520e+00	8
PRR13	1.6520e+00	8
FABP6	1.6520e+00	8
RAB27A	1.6530e+00	8
AL021546.6	1.6530e+00	8
RP11-286N22.8	1.6540e+00	8
GOLGA8I	1.6540e+00	8
C1ORF220	1.6540e+00	8
NANOS2	1.6540e+00	8
CCL27	1.6540e+00	8
CCL28	1.6540e+00	8
LIME1	1.6540e+00	8
OR4D1	1.6540e+00	8
A4GALT	1.6540e+00	8
CCDC166	1.6550e+00	8
ACOT4	1.6550e+00	8
FLJ00273	1.6550e+00	8
SNX10	1.6550e+00	8
C11orf74	1.6550e+00	8
FAM19A3	1.6550e+00	8
FKBP14	1.6550e+00	8
ZNF221	1.6550e+00	8
EPHX3	1.6550e+00	8
SLC35E2	1.6560e+00	8
MOGAT3	1.6560e+00	8
ALDH3B2	1.6560e+00	8
TIRAP	1.6560e+00	8
PRSS46	1.6560e+00	8
TP53I3	1.6560e+00	8
PDYN	1.6560e+00	8
OBP2A	1.6560e+00	8
PLIN5	1.6560e+00	8
FAM166A	1.6570e+00	8
GOLGA6L6	1.6570e+00	8
TMEM156	1.6570e+00	8
SHISA3	1.6570e+00	8
AC110619.2	1.6570e+00	8
AC011366.3	1.6570e+00	8
HCAR1	1.6570e+00	8
DTD2	1.6570e+00	8
SCIN	1.6570e+00	8
APOBEC3D	1.6570e+00	8
PDE6G	1.6570e+00	8
RP11-322L20.1	1.6580e+00	8
FFAR1	1.6580e+00	8
TAC4	1.6580e+00	8
ZNF780B	1.6580e+00	8
RLN3	1.6580e+00	8
TMEM247	1.6590e+00	8
PRSS35	1.6590e+00	8
ZNF788	1.6590e+00	8
MGP	1.6590e+00	8
PI3	1.6590e+00	8
LCE1E	1.6590e+00	8
PCDH11Y	1.6590e+00	8
C6orf52	1.6590e+00	8
ATP5G2	1.6590e+00	8
PTRH1	1.6590e+00	8
PTPN20B	1.6590e+00	8
GP1BA	1.6600e+00	8
PEX11G	1.6600e+00	8
APOH	1.6600e+00	8
KRTAP10-1	1.6600e+00	8
OR5AC2	1.6600e+00	8
ATOH7	1.6610e+00	8
CAPSL	1.6610e+00	8
GPR42	1.6610e+00	8
FAM173B	1.6620e+00	8
AHSG	1.6620e+00	8
ISX	1.6620e+00	8
AC096582.1	1.6620e+00	8
SMIM18	1.6620e+00	8
LRRC52	1.6620e+00	8
KRT33B	1.6620e+00	8
PSCA	1.6630e+00	8
OR4C5	1.6630e+00	8
ZNF253	1.6630e+00	8
S100Z	1.6630e+00	8
MRPS14	1.6640e+00	8
XG	1.6640e+00	8
SERPINA4	1.6640e+00	8
OR5V1	1.6640e+00	8
FAM221A	1.6640e+00	8
S100A10	1.6640e+00	8
WDR55	1.6650e+00	8
DGAT2L6	1.6650e+00	8
MPLKIP	1.6650e+00	8
CDKL4	1.6650e+00	8
CD5L	1.6660e+00	8
DEXI	1.6660e+00	8
RP11-62N21.1	1.6660e+00	8
TCEANC2	1.6660e+00	8
KCNK7	1.6660e+00	8
CNTNAP3B	1.6660e+00	8
C9orf62	1.6670e+00	8
NDUFB7	1.6670e+00	8
BTN3A3	1.6670e+00	8
PLSCR5	1.6670e+00	8
PABPC3	1.6670e+00	8
LCA10	1.6670e+00	8
APOBEC3G	1.6670e+00	8
ZNF778	1.6670e+00	8
C1orf195	1.6670e+00	8
MMP26	1.6680e+00	8
NDUFB6	1.6680e+00	8
CTC-429P9.4	1.6680e+00	8
LL22NC03-63E9.3	1.6680e+00	8
OR2M4	1.6690e+00	8
SLC2A7	1.6690e+00	8
SLC25A47	1.6690e+00	8
RTBDN	1.6690e+00	8
THAP8	1.6690e+00	8
C6orf118	1.6700e+00	8
CAMK2N1	1.6700e+00	8
ZNF688	1.6700e+00	8
TMEM253	1.6700e+00	8
RIMBP3B	1.6710e+00	8
SOD3	1.6710e+00	8
CSDC2	1.6710e+00	8
ZNF506	1.6710e+00	8
RP11-484M3.5	1.6710e+00	8
RP11-597K23.2	1.6710e+00	8
ZNF224	1.6710e+00	8
OR10A2	1.6720e+00	8
MOK	1.6720e+00	8
MED18	1.6720e+00	8
S100A13	1.6720e+00	8
MRPS26	1.6730e+00	8
ZNF587	1.6730e+00	8
HMSD	1.6730e+00	8
C4orf26	1.6730e+00	8
POTEH	1.6730e+00	8
OR52A5	1.6730e+00	8
TMSB4X	1.6730e+00	8
SLC22A1	1.6730e+00	8
PCDHB14	1.6740e+00	8
PLET1	1.6740e+00	8
KCNJ16	1.6740e+00	8
TEKT5	1.6740e+00	8
DCD	1.6740e+00	8
TMEM81	1.6740e+00	8
ZNF528	1.6740e+00	8
FAM26D	1.6740e+00	8
PCTP	1.6750e+00	8
CTXN1	1.6750e+00	8
GGTLC1	1.6750e+00	8
FAM219B	1.6750e+00	8
RP11-352D3.2	1.6750e+00	8
N6AMT1	1.6750e+00	8
TNFSF4	1.6750e+00	8
PGAM1	1.6760e+00	8
ZNF425	1.6760e+00	8
DECR1	1.6760e+00	8
IL20	1.6760e+00	8
CTD-2117L12.1	1.6760e+00	8
ZNF211	1.6760e+00	8
OR6C3	1.6760e+00	8
DTWD1	1.6770e+00	8
OR51B2	1.6770e+00	8
BEAN1	1.6770e+00	8
GSTA2	1.6770e+00	8
STX19	1.6770e+00	8
AMY2A	1.6780e+00	8
RTP2	1.6780e+00	8
LRRC26	1.6780e+00	8
U2AF1L4	1.6780e+00	8
SMCO1	1.6780e+00	8
CFD	1.6780e+00	8
KRTAP10-8	1.6780e+00	8
IGSF5	1.6780e+00	8
ST6GALNAC2	1.6780e+00	8
MAP1LC3B2	1.6780e+00	8
KCTD21	1.6780e+00	8
GPNMB	1.6780e+00	8
ZNF837	1.6780e+00	8
C1orf87	1.6790e+00	8
POTEG	1.6790e+00	8
C19orf52	1.6790e+00	8
CERS4	1.6790e+00	8
DEFB123	1.6790e+00	8
AADACL4	1.6790e+00	8
HPCAL4	1.6790e+00	8
KRTAP5-3	1.6790e+00	8
COX6C	1.6800e+00	8
AGRP	1.6800e+00	8
MRPS11	1.6800e+00	8
ASB12	1.6800e+00	8
POLE4	1.6800e+00	8
OR51E1	1.6800e+00	8
TOP1MT	1.6800e+00	8
ZNF749	1.6800e+00	8
C21orf49	1.6800e+00	8
C7orf55	1.6800e+00	8
OR51B4	1.6810e+00	8
OR51E2	1.6810e+00	8
GNG8	1.6810e+00	8
ZNF543	1.6810e+00	8
RP11-1C1.5	1.6810e+00	8
TMEM220	1.6810e+00	8
CRISP2	1.6810e+00	8
C9orf85	1.6820e+00	8
CA1	1.6820e+00	8
PRND	1.6820e+00	8
C3orf35	1.6830e+00	8
DEFB126	1.6830e+00	8
MAGEF1	1.6830e+00	8
CNR2	1.6830e+00	8
CTD-2207O23.12	1.6830e+00	8
SLC25A48	1.6830e+00	8
ADRB3	1.6830e+00	8
DECR2	1.6840e+00	8
PRH2	1.6840e+00	8
VSIG4	1.6840e+00	8
RPL36AL	1.6840e+00	8
PTS	1.6850e+00	8
ZFAND2A	1.6850e+00	8
C12orf60	1.6850e+00	8
PRTFDC1	1.6850e+00	8
EXOSC8	1.6850e+00	8
FAM203A	1.6860e+00	8
UQCRQ	1.6860e+00	8
C1orf170	1.6860e+00	8
CMTM3	1.6860e+00	8
UNC93A	1.6860e+00	8
ENO3	1.6860e+00	8
GPX2	1.6860e+00	8
GCHFR	1.6860e+00	8
RFPL1	1.6860e+00	8
PIP	1.6860e+00	8
AC093157.1	1.6870e+00	8
TRIM54	1.6870e+00	8
GALR2	1.6870e+00	8
RP11-520P18.5	1.6870e+00	8
ADI1	1.6870e+00	8
TBC1D29	1.6870e+00	8
SBK3	1.6870e+00	8
FRAT2	1.6880e+00	8
BLOC1S6	1.6880e+00	8
USMG5	1.6880e+00	8
SAA4	1.6880e+00	8
KRTAP4-5	1.6890e+00	8
AP000350.10	1.6890e+00	8
DEFB1	1.6890e+00	8
VIMP	1.6890e+00	8
TMEM255B	1.6890e+00	8
KRT33A	1.6890e+00	8
C11orf52	1.6900e+00	8
MIF	1.6900e+00	8
IL1R2	1.6900e+00	8
C1orf131	1.6900e+00	8
HSBP1L1	1.6900e+00	8
PYURF	1.6900e+00	8
HBM	1.6900e+00	8
CACNG6	1.6900e+00	8
TM2D3	1.6900e+00	8
UGT2B28	1.6910e+00	8
AL450307.1	1.6910e+00	8
GIMAP2	1.6910e+00	8
ASB14	1.6910e+00	8
CXCL9	1.6910e+00	8
ZNF433	1.6910e+00	8
RILP	1.6910e+00	8
ISG15	1.6910e+00	8
ONECUT3	1.6920e+00	8
AGXT2	1.6920e+00	8
AP000350.4	1.6920e+00	8
ZNF138	1.6920e+00	8
THRSP	1.6920e+00	8
RAET1E	1.6920e+00	8
CTRC	1.6920e+00	8
PLAC9	1.6920e+00	8
DEFB127	1.6920e+00	8
C2orf72	1.6920e+00	8
DUSP23	1.6920e+00	8
HYAL4	1.6920e+00	8
OR4B1	1.6920e+00	8
FAM9B	1.6930e+00	8
ZNF880	1.6930e+00	8
OR52W1	1.6930e+00	8
ZNF439	1.6930e+00	8
C1orf192	1.6930e+00	8
RERGL	1.6930e+00	8
SELO	1.6930e+00	8
ICAM4	1.6930e+00	8
NKG7	1.6930e+00	8
NXF5	1.6930e+00	8
ZNF593	1.6930e+00	8
C3orf18	1.6940e+00	8
RGR	1.6940e+00	8
MRPS6	1.6940e+00	8
MRPS17	1.6940e+00	8
PACRGL	1.6940e+00	8
ZNF90	1.6940e+00	8
ISG20	1.6940e+00	8
PTH	1.6950e+00	8
SAMD5	1.6950e+00	8
AL645608.1	1.6950e+00	8
L34079.2	1.6950e+00	8
GOLGA6B	1.6950e+00	8
RP11-664I21.6	1.6950e+00	8
C21orf58	1.6950e+00	8
PATE3	1.6950e+00	8
GATC	1.6950e+00	8
ABHD14B	1.6950e+00	8
SERPINA10	1.6960e+00	8
TLCD2	1.6960e+00	8
GIMAP1	1.6960e+00	8
MMP27	1.6960e+00	8
FKBP7	1.6960e+00	8
PCP2	1.6960e+00	8
MUC3A	1.6960e+00	8
EIF3CL	1.6960e+00	8
CBR4	1.6960e+00	8
CEACAM21	1.6960e+00	8
ZNF561	1.6960e+00	8
PAQR4	1.6970e+00	8
COX18	1.6970e+00	8
C19orf25	1.6970e+00	8
CYSLTR1	1.6970e+00	8
ASAH2B	1.6970e+00	8
DAO	1.6970e+00	8
NTF4	1.6970e+00	8
AC040977.1	1.6970e+00	8
SLC38A11	1.6970e+00	8
